Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked_Q,Embarked_S
0,3,0,0.38426740387031916,0,0,0.015175789316712771,B96 B98,False,True
0,1,0,0.4847951746670017,0,0,0.0,A36,False,True
0,3,1,0.22090977632571,0,0,0.015175789316712771,B96 B98,False,True
0,2,0,0.4847951746670017,0,0,0.025374310111545468,B96 B98,False,True
1,1,1,0.4093993465694898,1,0,0.10364429745562033,E8,False,True
0,3,0,0.32143754712239253,0,0,0.015395374692678068,B96 B98,False,True
0,3,0,0.4847951746670017,0,0,0.04713766070721715,B96 B98,False,True
0,2,0,0.4345312892686604,0,0,0.020494635090094415,B96 B98,False,True
0,3,1,0.0701181201306861,4,2,0.06104473451835265,B96 B98,False,True
0,3,0,0.3779844181955265,0,0,0.015712553569072387,B96 B98,False,True
0,1,0,0.36792055349407915,0,0,0.0,B102,False,True
0,3,1,0.2837396330736366,0,0,0.015468569817999833,B96 B98,False,True
0,2,0,0.38426740387031916,1,1,0.07222738817151159,B96 B98,False,False
0,3,0,0.5350590600653431,0,0,0.012589561555343713,B96 B98,False,True
0,3,0,0.12038200552902739,3,2,0.05445717323939373,B96 B98,False,True
1,1,1,0.648152802211611,1,1,0.18249984580226933,B69,False,True
1,3,0,0.33400351847197784,0,0,0.016908073949327893,B96 B98,False,True
0,1,0,0.4722292033174164,0,0,0.0,B96 B98,False,True
1,3,1,0.33400351847197784,0,1,0.024349578357040744,E121,False,True
0,3,0,0.36792055349407915,0,0,0.013565496559633922,B96 B98,True,False
0,3,0,0.36792055349407915,0,0,0.11027245763075773,B96 B98,False,True
1,3,0,0.36792055349407915,0,0,0.015126992566498259,B96 B98,True,False
1,3,1,0.18321186227695402,1,0,0.028212719478023115,B96 B98,False,False
0,3,0,0.36792055349407915,0,0,0.014110458666029575,B96 B98,False,False
0,3,0,0.2837396330736366,0,0,0.015330377421392339,B96 B98,False,True
0,3,0,0.22090977632571,0,0,0.016200521071217493,B96 B98,False,True
1,1,1,0.4847951746670017,1,1,0.16231419173453318,E49,False,False
0,3,0,0.2586076903744659,0,0,0.016908073949327893,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015712553569072387,B96 B98,False,True
1,3,0,0.39683337521990447,0,0,0.11027245763075773,B96 B98,False,True
1,1,0,0.36792055349407915,0,0,0.057970539254838485,C47,False,False
0,3,0,0.24604171902488062,0,0,0.015468569817999833,B96 B98,False,True
0,2,0,0.19577783362653933,0,0,0.020494635090094415,B96 B98,False,True
1,1,1,0.37170143252073384,0,0,0.060507970265993034,B96 B98,False,False
0,3,0,0.4282483035938678,0,0,0.012565163180236457,B96 B98,False,False
0,3,0,0.20834380497612465,0,0,0.016908073949327893,B96 B98,False,True
0,3,0,0.5224930887157577,0,0,0.014736618564782174,B96 B98,False,True
0,3,0,0.36792055349407915,8,2,0.13575255909676825,B96 B98,False,True
0,3,0,0.4345312892686604,0,0,0.015411575213749286,B96 B98,False,False
0,2,0,0.34656948982156316,0,1,0.06441171028315387,B96 B98,False,True
1,1,1,0.36792055349407915,1,0,0.17391981561855152,C92,False,False
0,3,0,0.04498617743151546,4,2,0.06104473451835265,B96 B98,False,True
0,3,1,0.10781603417944208,1,1,0.029757819776815374,B96 B98,False,False
1,1,1,0.19577783362653933,0,1,0.07690367833806856,D28,False,True
0,2,1,0.5476250314149284,1,0,0.050748620223090936,B96 B98,False,True
1,3,1,0.22090977632571,0,1,0.018249984580226933,B96 B98,False,True
1,1,1,0.5601910027645137,1,1,0.32179836714362564,B96 B98,False,True
1,1,0,0.6355868308620256,0,0,0.051822148727810165,E17,False,True
1,3,1,0.2963056044232219,0,3,0.03758969818624431,B96 B98,False,False
0,3,0,0.36792055349407915,0,0,0.014110458666029575,B96 B98,False,False
0,3,0,0.5099271173661725,2,0,0.027537567642055148,B96 B98,False,True
0,2,0,0.2586076903744659,1,0,0.022446505098674838,B96 B98,False,True
1,1,1,0.5978889168132697,0,0,0.050610427826483444,D17,False,True
0,3,1,0.36792055349407915,8,2,0.13575255909676825,B96 B98,False,True
0,2,0,0.2963056044232219,0,0,0.025374310111545468,B96 B98,False,True
1,2,1,0.5224930887157577,0,0,0.025374310111545468,B96 B98,False,True
1,2,1,0.33400351847197784,1,0,0.027049600139910042,B96 B98,False,False
0,1,0,0.38426740387031916,0,0,0.09856123757927521,A24,False,True
0,3,0,0.36792055349407915,0,0,0.018542765081513996,B96 B98,False,True
1,3,0,0.04498617743151546,1,1,0.021730754366528396,B96 B98,False,True
0,3,0,0.32143754712239253,0,0,0.015411575213749286,B96 B98,False,True
1,1,1,0.5853229454636844,1,1,0.10257896680493714,D35,False,True
0,1,0,0.4093993465694898,0,0,0.009759350042902102,B51 B53 B55,False,True
0,3,0,0.5853229454636844,0,0,0.017566830077223785,B96 B98,False,True
1,2,1,0.34656948982156316,1,0,0.04684488020593009,B96 B98,False,False
1,3,1,0.18321186227695402,0,0,0.014102260811993537,B96 B98,False,False
0,3,0,0.24604171902488062,0,0,0.019217721730481106,B96 B98,False,True
0,3,0,0.2334757476752953,0,0,0.015411575213749286,B96 B98,False,True
0,3,0,0.36792055349407915,0,0,0.015411575213749286,B96 B98,False,True
1,2,1,0.3088715757728072,0,1,0.050748620223090936,B96 B98,False,True
0,3,0,0.4093993465694898,0,0,0.015411575213749286,B96 B98,False,True
0,3,1,0.2711736617240512,0,0,0.02052723131923771,B96 B98,False,True
0,2,0,0.34656948982156316,0,0,0.020494635090094415,B96 B98,False,True
0,3,0,0.3088715757728072,0,0,0.013760683560491965,B96 B98,False,True
0,3,1,0.4847951746670017,0,5,0.05684821399990475,B96 B98,True,False
0,2,0,0.33400351847197784,0,0,0.025374310111545468,B96 B98,False,True
1,1,1,0.2334757476752953,0,0,0.05855610025741262,B42,False,True
0,3,1,0.36792055349407915,1,2,0.04577135170121086,B96 B98,False,True
1,1,0,0.32143754712239253,0,0,0.05855610025741262,C148,False,False
0,3,0,0.39683337521990447,0,0,0.015126992566498259,B96 B98,True,False
